facility,permit_type,permit_status,facility_address,city
NEEDS CONVENIENCE #505,Food Shop,Active,254 MAIN ST.,MIDDLETON
SCOTIABANK CENTRE - HALIFAX FRIES,Eating Establishment,Active,1800 ARGYLE ST.,HALIFAX
SOBEYS 232,Eating Establishment,Active,45 WEAVER RD. UNIT 1,PICTOU
LINDEN LEAS - RED HOUSE,Eating Establishment,Active,8274 HIGHWAY 366 HWY.,LINDEN
TIM HORTONS (FERRY TERMINAL),Eating Establishment,Active,80 ALDERNEY DR.,DARTMOUTH
ELMRIDGE FARM (2003) - HALIFAX FORUM FARMERS MARKET,Public Market - Vendor,Active,2901 WINDSOR ST.,HALIFAX
ST. MATTHEW WESLEY UNITED CHURCH,Eating Establishment,Active,2 PEPPETT ST.,NORTH SYDNEY
TIM HORTONS #5561,Eating Establishment,Active,317 WENTHWORTH RD.,WINDSOR
RUSTIC CRUST FOOD TRUCK (THE),Mobile - Class 1,Active,5 EDINBOROUGH CRT.,STILLWATER LAKE
CARE AND FUN (BEDFORD) CHILDCARE LIMITED,Eating Establishment,Active,199 BEDFORD HWY.,HALIFAX
MACKINNON'S PHARMASAVE,Food Shop,Active,243 MAIN ST. 1,ANTIGONISH
COMEAU'S FARM MARKET,Food Shop,Active,8711 HIGHWAY 1 HWY.,METEGHAN CENTRE
Beavertails Nova Scotia Mobile 2,Mobile - Class 1,Active,101 OLD COACH RD.,GOODWOOD
SHOPPERS DRUG MART,Food Shop,Active,20 DELLRIDGE LANE,BEDFORD
CHARLES FOREST COOPERATIVE,Food Shop,Active,2743 HIGH RD.,ARICHAT
GOTTINGEN STREET ULTRAMAR,Eating Establishment,Active,2816 GOTTINGEN ST.,HALIFAX
Crestview Children's Centre (Full Day Care),Eating Establishment,Active,1475 BEDFORD HWY. SUITE 104,BEDFORD
Canadian Tire Gas Bar,Food Shop,Active,NULL,NULL
TIM HORTONS 2086,Eating Establishment,Active,1172 GRAND LAKE RD.,GRAND LAKE ROAD
SUSHI NAMI ROYALE,Eating Establishment,Active,827 BEDFORD HWY. UNIT 102A,BEDFORD
CUMBERLAND YMCA EARLY LEARNING CENTRE,Eating Establishment,Active,92 CHURCH ST.,AMHERST
Tracy Higgins - Barnyard Grill,Eating Establishment,Active,48 GREENFIELD RD.,MURRAY SIDING
BEAVER BANK CHILDREN'S LEARNING CENTRE,Eating Establishment,Active,95 KINSAC RD.,BEAVER BANK
A & W Restaurant,Eating Establishment,Active,800 GRAND LAKE RD.,GRAND LAKE ROAD
CHINA VILLAGE RESTAURANT,Eating Establishment,Active,1065 CENTRAL AVE. UNIT 7,GREENWOOD
Patty's Pizza,Eating Establishment - Seasonal,Active,41 MACKENZIE AVE.,INVERNESS
BERWICK LIONS COMMUNITY HALL,Eating Establishment,Active,250 VETERANS DR.,BERWICK
4 WAY STOP RESTAURANT AND PIZZERIA,Eating Establishment,Active,100 HIGHWAY 3 HWY.,HUBBARDS
BIBLE HILL FOODLAND,Eating Establishment,Active,241 PICTOU RD.,BIBLE HILL
SHIP'S GALLEY PUB & EATERY (THE),Eating Establishment,Active,156 WATER ST. 1,SHELBURNE
CAVICCHI'S MEATS,Eating Establishment,Active,5411 ST MARGARETS BAY RD.,UPPER TANTALLON
Thomas Brown,Public Market - Vendor,Active,66 VICTORIA ST.,ANNAPOLIS ROYAL
ROYAL CANADIAN LEGION BRANCH 12,Eating Establishment,Active,101 DORCHESTER ST.,SYDNEY
LA ROZZI BISTRO AND FILIPINO GROCERY,Eating Establishment,Active,72 GARY MARTIN DR. UNIT 103,BEDFORD
BROTHERS INDIAN GROCERY STORE,Food Shop,Active,51 SUPREME CRT.,HALIFAX
CORA'S BREAKFAST & LUNCH,Eating Establishment,Active,16 GARLAND AVE. UNIT 5,DARTMOUTH
DAHLIA BY JUKAI (THE),Eating Establishment,Active,15 KINGS WHARF PL. UNIT 707,DARTMOUTH
MARGAREE COOPERATIVE SOCIETY LIMITED,Food Shop,Active,7883 CABOT TRAIL,MARGAREE FORKS
SWICK'S ARTISAN BAKERY,Food Shop,Active,1185 HIGHWAY 337 HWY.,LANARK
JOHNNYS SNACK BAR,Eating Establishment,Active,6204 ALMON ST.,HALIFAX
GIZMO'S VARIETY KWIK WAY,Food Shop,Active,28989 HIGHWAY 7 HWY.,MOSER RIVER
SHEET HARBOUR MOTEL AND RESTAURANT,Eating Establishment,Active,22715 HIGHWAY 7 HWY.,SHEET HARBOUR
WILSONS WEST AMHERST,Food Shop,Active,38 HIGHWAY 6 HWY.,AMHERST
YOUR FATHERS MOUSTACHE,Eating Establishment,Active,5686 SPRING GARDEN RD.,HALIFAX
CACL ANTIGONISH,Eating Establishment,Active,75 ST. NINIAN'S ST.,ANTIGONISH
MIDDLETON ARENA CANTEEN,Eating Establishment,Active,31 GATES AVE.,MIDDLETON
Danielson's General Store,Food Shop,Active,5 DENTITH RD.,HALIFAX
KIT KAT PIZZA,Eating Establishment,Active,2314 GOTTINGEN ST.,HALIFAX
LEO'S SUPERMARKET,Food Shop,Active,1147 HIGHWAY 2 HWY. UNIT 2,LANTZ
FUNDY TRAIL SNOWMOBILE CLUB,Eating Establishment,Active,84 LAFARGE LANE,FOLLY LAKE
CLARE CENTRE,Eating Establishment,Active,32 CONNECTOR RD.,METEGHAN
TRUDIE ADAMS MOBILE (GEPPETTO'S CONCESSIONS),Mobile - Class 1,Active,34 ANABELLE CRES.,LUTES MOUNTAIN
HOLD FAST CAFE,Food Shop,Active,5515 BLOOMFIELD ST.,HALIFAX
JUBILEE JUNCTION CONVENIENCE,Eating Establishment,Active,6273 JUBILEE RD.,HALIFAX
BULK BARN,Food Shop,Active,421 GRAND LAKE RD.,SYDNEY
DR. JOHN HUGH GILLIS REGIONAL HIGH 71418,Eating Establishment,Active,105 BRAEMORE AVE.,ANTIGONISH
OLD ORCHARD INN LIMITED,Eating Establishment,Active,153 GREENWICH RD. S,WOLFVILLE RIDGE
WELTON STREET MINI MART,Food Shop,Active,220 WELTON ST.,SYDNEY
Holy Moly!,Food Shop,Active,3 WOODHAVEN CLOSE,DARTMOUTH
PARRSBORO CO-OP,Food Shop,Active,228 MAIN ST.,PARRSBORO
DORJE DENMA LING,Eating Establishment,Active,2280 BALMORAL RD.,TATAMAGOUCHE
TIM HORTONS 1473,Eating Establishment,Active,1269 KINGS RD.,SYDNEY RIVER
UGLY MUG CAFE & EMPORIUM,Eating Establishment,Active,1290 KINGS RD.,SYDNEY RIVER
BENTO NOUVEAU (SUSHI BAR),Eating Establishment,Active,3601 JOSEPH HOWE DR.,HALIFAX
WEE CARE DEVELOPMENTAL CENTRE,Eating Establishment,Active,5217 YOUNG ST.,HALIFAX
ELMERS & CASABLANCA RESTAURANT LTD (JOE'S FOOD EMPORIUM),Eating Establishment,Active,434 MAIN ST.,WOLFVILLE
GOODWIN HOTEL,Eating Establishment,Active,4616 HIGHWAY 1 HWY.,WEYMOUTH
WEST HEAD TAKE OUT,Eating Establishment - Seasonal,Active,81 BOUNDRY ST.,CLARK'S HARBOUR
WOLFVILLE NURSING HOME LIMITED,Eating Establishment,Active,601 MAIN ST.,WOLFVILLE
Health Park Early Learning Centre,Eating Establishment,Active,636 CHURCHILL DR.,SYDNEY
BAYSIDE DRIVE IN LIMITED,Eating Establishment,Active,5839 SEASIDE DR.,GARDINER MINES
SMOKEYS RESTAURANT,Eating Establishment,Active,81 WRIGHT AVE.,DARTMOUTH
DRUMMOND HALL,Eating Establishment,Active,65 PRESTWICK CLOSE,HALIFAX
SACKVILLE EARLY LEARNING CENTRE,Eating Establishment,Active,400 SACKVILLE DR.,LOWER SACKVILLE
TEMPO FOOD & DRINK,Eating Establishment,Active,1875 BARRINGTON ST.,HALIFAX
The Barrington Steakhouse & Oyster Bar,Eating Establishment,Active,1662 BARRINGTON ST.,HALIFAX
Mary Ann LaPierre (Halifax Seaport Farmers Market),Public Market - Vendor,Active,1031 MARGINAL RD.,HALIFAX
The Healthy Bug Food Shoppe,Food Shop,Active,120 SUSIE LAKE CRES. UNIT 14,HALIFAX
NEEDS CONVENIENCE #199,Food Shop,Active,8 ASTRAL DR.,DARTMOUTH
Viji's Veggies (Halifax Seaport Farmers Market),Public Market - Vendor,Active,1031 MARGINAL RD.,HALIFAX
JEDDORE VARIETY,Food Shop,Active,8990 HIGHWAY 7 HWY.,HEAD OF JEDDORE
MCDONALDS RESTAURANT,Eating Establishment,Active,452 HIGHWAY 303 HWY.,CONWAY
LAWTONS DRUGS #2551,Food Shop,Active,5110 ST MARGARETS BAY RD.,UPPER TANTALLON
HANTS NORTH RURAL HIGH CAFETERIA 71531,Eating Establishment,Active,4369 HIGHWAY 236 HWY.,KENNETCOOK
LUNCH LADY (THE),Eating Establishment,Active,22 GLENDALE AVE.,LOWER SACKVILLE
Famous Curry Garden,Eating Establishment,Active,5687 CHARLES ST.,HALIFAX
Luke's Small Goods,Eating Establishment,Active,5663 CORNWALLIS ST.,HALIFAX
PETRO CANADA,Food Shop,Active,240 VICTORIA RD.,DARTMOUTH
CAKES ETC. BY SHARON,Food Shop,Active,84 BROAD ST.,LUNENBURG
WHEELOCK HALL - ACADIA UNIVERSITY #72111,Eating Establishment,Active,44 HIGHLAND AVE.,WOLFVILLE
GLITTER BEAN CAFE,Eating Establishment,Active,5896 SPRING GARDEN RD.,HALIFAX
G-PA'S FOOD WAGON,Mobile - Class 1 Seasonal,Active,67 SHINGLE MILL RD.,MARTINS RIVER
M&Y Asian Mart,Food Shop,Active,6238 QUINPOOL RD.,HALIFAX
LISA'S CAFE,Eating Establishment,Active,30 WATER ST.,WINDSOR
SOBEYS 612,Eating Establishment,Active,76 STARRS RD.,YARMOUTH
DERADO'S PIZZAERIA AND DONAIR,Eating Establishment,Active,275 MAIN ST.,TATAMAGOUCHE
NEW GLASGOW FARMERS MARKET (DOME KITCHEN),Eating Establishment,Active,265 GLASGOW ST.,NEW GLASGOW
JAMIE AND SHERRY OSBORNE LF (MOBILE 2),Mobile - Class 3,Active,2046 CALDWELL RD.,EASTERN PASSAGE
WHITE BIRCHES RETIREMENT RESIDENCE,Eating Establishment,Active,189 FOX RANCH RD.,EAST AMHERST
FIREWORKS BBQ,Eating Establishment,Active,504 MAIN ST.,MAHONE BAY
WOK BOX,Eating Establishment,Active,6140 YOUNG ST.,HALIFAX
Tim  Hortons 8226 Hwy 1 Meteghan,Eating Establishment,Active,8226 HIGHWAY 1 HWY.,METEGHAN
MOMMA BEARS FOOD AND FAMILY FUN,Food Shop,Active,3689 HIGHWAY 4 HWY.,DEBERT
ELEMENTS (PORTLAND STREET HONDA),Eating Establishment,Active,36 BAKER DR.,DARTMOUTH
YARMOUTH MEMORIAL HIGH SCHOOL,Eating Establishment,Active,146 FOREST ST.,YARMOUTH
PON PON FOODS - ALDERNEY LANDING FARMERS MARKET,Public Market - Vendor,Active,2 OCHTERLONEY ST.,DARTMOUTH
ROYAL CANADIAN LEGION 64,Eating Establishment,Active,80 QUEEN ST.,TATAMAGOUCHE
SOUTH PARK VARIETY INC.,Food Shop,Active,1333 SOUTH PARK ST.,HALIFAX
DASH CAFE,Mobile - Class 1 Seasonal,Active,9960 HIGHWAY 8 HWY.,CALEDONIA
NORTH SYDNEY FIREMANS CLUB,Eating Establishment,Active,14 PIERCE ST.,NORTH SYDNEY
NORTHSIDE COMMUNITY GUEST HOME,Eating Establishment,Awaiting Application,11 QUEEN ST.,NORTH SYDNEY
PORT GEORGE RECREATION CENTRE,Eating Establishment,Awaiting Application,12256 SHORE RD. E,PORT GEORGE
DAVID BAIN (FUNDY FOG FISHERIES) - LF,Mobile - Class 3,Awaiting Application,231 OVERTON RD.,SOUTH CHEGOGGIN
R & R CORKUM FARM - TANTALLON MARKET,Public Market - Vendor,Awaiting Application,5209 ST MARGARETS BAY RD.,UPPER TANTALLON
LAHAVE RIVER BERRY FARM INC. - LUNENBURG FARMERS MARKET,Public Market - Vendor,Active,17 GREEN ST.,LUNENBURG
PARKVIEW FAMILY RESTAURANT & INN LTD,Eating Establishment,Active,4670 MAIN ST.,OXFORD
ROSS FERRY MARINE PARK,Eating Establishment - Seasonal,Active,9685 KEMPT HEAD RD.,ROSS FERRY
H. COMEAU SERVICE STATION LIMITED,Food Shop,Active,8323 HIGHWAY 1 HWY.,METEGHAN
KELTIC LODGE,Eating Establishment,Active,247 KELTIC IN RD.,INGONISH BEACH
ALVIN L INGRAHAM'S GARAGE LIMITED,Eating Establishment,Active,231 CRANTON CROSS RD.,MARGAREE CENTRE
PEASANT'S PANTRY,Eating Establishment,Active,4491 HIGHWAY #12,NEW ROSS
DANENA'S CAFE AND BAKERY LTD,Eating Establishment - Seasonal,Awaiting Application,30001 CABOT TRAIL,SOUTH HARBOUR
MAYFLOWER CURLING CLUB,Eating Establishment,Active,3000 MONAGHAN DR.,HALIFAX
Tim Horton's #676,Eating Establishment,Active,13115 HIGHWAY 104 HWY. UNIT 2,AULDS COVE
DAIRY QUEEN - AMHERST,Eating Establishment,Active,26 ROBERT ANGUS DR.,AMHERST
JOUDREY'S CROSSROAD FARM - CHESTER SEASIDE FARMERS & ARTISAN MARKET,Public Market - Vendor,Active,20 SMITH RD.,CHESTER
PARK CONVENIENCE STORE,Food Shop,Active,486 HERRING COVE RD.,HALIFAX
BLUE HOG DOGS,Mobile - Class 1,Awaiting Application,1241 BLUE ROCKS RD.,BLUE ROCKS
Vijay Luxmi Mahajan / Wolfville Farmers Market,Public Market - Vendor,Awaiting Application,24 ELM AVE.,WOLFVILLE
MOUNT TRABER BIBLE CAMP,Eating Establishment,Awaiting Application,14015 HIGHWAY 224 HWY.,COOKS BROOK
PARKLAND CAPE BRETON,Eating Establishment,Active,118 KENWOOD DR.,SYDNEY RIVER
COTIE CONVENIENCE LTD,Food Shop,Active,2587 POINT MICHAUD RD.,LOWER L'ARDOISE
SOBEYS 747,Eating Establishment,Active,9256 COMMERCIAL ST.,NEW MINAS
SUSHI MOTO,Eating Establishment,Active,1595 BEDFORD HWY.,BEDFORD
SUBWAY,Eating Establishment,Active,333 WENTWORTH RD.,WINDSOR
TIM HORTONS,Eating Establishment,Active,40 PEAKVIEW WAY,HALIFAX
PIZZATOWN,Eating Establishment,Active,2 LAKESIDE PARK DR.,BEECHVILLE
LAWTONS 144,Food Shop,Active,5201 DUKE ST.,HALIFAX
FUJIYAMA RESTAURANT,Eating Establishment,Active,5244 BLOWERS ST.,HALIFAX
HARBOUR FISH 'N' FRIES,Eating Establishment,Active,7884 HIGHWAY 7 HWY.,MUSQUODOBOIT HARBOUR
MARTHA'S PIZZA II,Eating Establishment,Awaiting Application,746 BEDFORD HWY.,HALIFAX
NORTH SYDNEY MINOR BASEBALL CANTEEN,Eating Establishment - Seasonal,Awaiting Application,30 REGENT ST.,NORTH SYDNEY
SAMS SEAFOOD AND GRILL,Eating Establishment,Awaiting Application,10 GORDON AVE.,DARTMOUTH
BIG G 'S PIZZA AND RESTAURANT,Eating Establishment,Awaiting Application,111 MAIN ST.,GUYSBOROUGH
PAMELA CRAIG,Eating Establishment,Active,863 HIGHWAY 326 HWY.,EARLTOWN
WINEMAKERS TAVERN,Eating Establishment,Active,498 MAIN ST.,LAWRENCETOWN
A & W AMHERST,Eating Establishment,Active,219 SOUTH ALBION ST.,AMHERST
Sydney Mines Esso,Food Shop,Active,830 MAIN ST.,SYDNEY MINES
WENDY'S RESTAURANT,Eating Establishment,Active,106 ILSLEY AVE.,DARTMOUTH
Drummond's Fresh is Best,Mobile - Class 3,Active,110 LES COLLINS AVE.,WEST CHEZZETCOOK
TIM HORTONS 71,Eating Establishment,Active,236 ROBIE ST.,TRURO
ALEXANDRA'S PIZZA,Eating Establishment,Active,73 SACKVILLE DR.,SACKVILLE
NORTHWOOD FOOD SERVICES - MAIN KITCHEN,Eating Establishment,Active,2615 NORTHWOOD TERR.,HALIFAX
WENDYS RESTAURANT,Eating Establishment,Active,11 LAKELANDS BLVD.,HALIFAX
"KIDS AND COMPANY, EASTERN PASSAGE",Eating Establishment,Active,385 COW BAY RD.,EASTERN PASSAGE
KIDS & COMPANY LARRY UTECK,Eating Establishment,Active,540 SOUTHGATE DR. UNIT 103,BEDFORD
CELTIC MUSIC INTERPRETATIVE CENTRE,Eating Establishment,Active,5471 HIGHWAY 19 HWY.,JUDIQUE
STARBUCKS DOUBLE TREE DARTMOUTH,Food Shop,Active,101 WYSE RD.,DARTMOUTH
THE HOLE IN THE WALL RESTAURANT,Eating Establishment,Active,23 WATER ST.,WINDSOR
Little Dover Community Development Association,Eating Establishment,Active,1409 DOVER RD.,DOVER
FREAK LUNCHBOX,Food Shop,Active,1595 BEDFORD HWY.,BEDFORD
JENNIFER INUARAK - WOLFVILLE FARMERS MARKET,Public Market - Vendor,Awaiting Application,24 ELM AVE.,WOLFVILLE
DARTMOUTH 4-PAD ARENA,Eating Establishment,Awaiting Application,259 COMMODORE DR.,DARTMOUTH
MEDLEY MARKET,Food Shop,Awaiting Application,5657 SPRING GARDEN RD.,HALIFAX
MILLVILLE COMMUNITY CENTRE,Eating Establishment,Awaiting Application,270 MILLVILLE HWY.,MILLVILLE
DEBERT HOSPITALITY CENTRE,Eating Establishment,Active,0 VENTURA DR.,DEBERT
TOP OF THE ISLAND GRUB STOP,Eating Establishment - Seasonal,Active,98 BUCHANAN LANE,BAY ST. LAWRENCE
BENTO SUSHI,Eating Establishment,Active,612 HIGHWAY 7 HWY.,WESTPHAL
Town Market -15 North Street Lockeport,Eating Establishment,Active,NULL,LOCKEPORT
REIDS RESTAURANT AND BAKERY (REIDS GENERAL STORE),Eating Establishment,Active,105 ELM DR.,MIDDLE MUSQUODOBOIT
Southville & Area Fire Department,Eating Establishment,Active,717 LANGFORD RD.,SOUTHVILLE
YMCA of Cape Breton Early Learning Centre,Eating Establishment,Active,399 CHARLOTTE ST.,SYDNEY
MOUNT ST VINCENT CHILD STUDY CENTRE,Eating Establishment,Active,166 BEDFORD HWY.,HALIFAX
HALIFAX CONVENTION CENTRE,Eating Establishment,Active,1650 ARGYLE ST.,HALIFAX
TIM HORTONS,Eating Establishment,Active,257 COBEQUID RD.,LOWER SACKVILLE
Snacks On Shore,Eating Establishment - Seasonal,Active,155 JOHN DOUCETTE RD. UNIT 1,MAVILLETTE
SWISS CHALET - BEDFORD,Eating Establishment,Active,1658 BEDFORD HWY. UNIT 0490,BEDFORD
DIANE'S RESTAURANT,Eating Establishment,Active,874 HIGHWAY 2 HWY.,FIVE ISLANDS
RANKIN SCHOOL OF THE NARROWS,Eating Establishment,Active,4144 HIGHWAY 223 HWY.,IONA
CROSSROADS COUNTRY MARKET,Eating Establishment,Active,9491 SHERBROOKE RD.,COALBURN
MARTIN'S CONVENIENCE,Food Shop,Awaiting Application,1181 WESTMOUNT RD.,WESTMOUNT
TOP OF THE HILL DAY CARE,Eating Establishment,Awaiting Application,35 ANDOVER ST.,DARTMOUTH
STAR MARKET,Food Shop,Active,7504 HIGHWAY 3 HWY.,MARTINS RIVER
WALMART - GREENWOOD #1177,Food Shop,Active,1065 CENTRAL AVE. UNIT 7,GREENWOOD
902 PROUD ICE CREAM CAKES,Eating Establishment,Active,815 COLLEGE RD.,BIBLE HILL
AYLESFORD LAKE CANTEEN,Eating Establishment - Seasonal,Active,AYLESFORD LAKE,AYLESFORD
BOSTON PIZZA,Eating Establishment,Active,111 SHUBIE DR.,DARTMOUTH
CENTRE RAWDON COUNTRY STORE,Food Shop,Active,2923 SOUTH RAWDON RD.,CENTRE RAWDON
GIANT TIGER #201,Food Shop,Active,370 WELTON ST.,SYDNEY
HIGH CREST PLACE,Eating Establishment,Active,222 PROVOST ST.,NEW GLASGOW
Blomidon Court Continuing Care Residence,Eating Establishment,Active,58 JESSICAS WAY,GREENWICH
WOLFVILLE AND DISTRICT LIONS CLUB,Eating Establishment,Active,36 ELM AVE.,WOLFVILLE
BLUE ACRES ESSO,Food Shop,Active,320 BRIDGE AVE.,PLYMOUTH
TIM HORTONS,Eating Establishment,Active,2014 BLACK DIAMOND ST.,WESTVILLE
Thomas Brown,Public Market - Vendor,Active,441 ST GEORGE ST.,ANNAPOLIS ROYAL
Sal's Seafood,Mobile - Class 3,Active,57 DELBERT RD.,GOLD RIVER
DIDDLE'S CAFE & BAKERY LTD,Eating Establishment,Active,9969 GRENVILLE ST. 1,ST. PETER'S
DIXIE LEE - Family Restaurant,Eating Establishment,Active,254 MAIN ST.,LIVERPOOL
EAST COAST FAMILY MARKET - MUSQUODOBOIT FARMERS MARKET,Public Market - Vendor,Active,67 PARK RD.,MUSQUODOBOIT HARBOUR
POINT PLEASANT LODGE,Eating Establishment,Active,1121 SOUTH PARK ST.,HALIFAX
SUTHERLAND HARRIS MEMORIAL HOSPITAL,Eating Establishment,Active,222 HALIBURTON RD.,PICTOU
WINNERS ONE STOP,Eating Establishment,Active,10574 HIGHWAY # 3 HWY.,YARMOUTH
SOBEYS EXPRESS 4514,Food Shop,Active,318 YOUNG ST.,TRURO
SURF,Eating Establishment,Active,13991 HIGHWAY 1 HWY.,HANTS BORDER
ADEN INVESTMENTS LTD - BERWICK COMMUNITY MARKET,Public Market - Vendor,Awaiting Application,232 MAIN ST.,BERWICK
MARY BROWNS CHICKEN & TATERS,Eating Establishment,Awaiting Application,4 FOREST HILLS PARKWAY,COLE HARBOUR
TIM HORTONS,Eating Establishment,Awaiting Application,7010 MUMFORD RD.,HALIFAX
360 LOUNGE,Eating Establishment,Active,815 BEDFORD HWY.,BEDFORD
NEEDS CONVENIENCE #504,Food Shop,Active,300 EAST RIVER RD.,NEW GLASGOW
MOMMA'S LOBSTER POT - LF,Mobile - Class 3,Active,5169 LITTLE HARBOUR RD.,LITTLE HARBOUR
HARBOUR GENERAL STORE AND RESTAURANT,Eating Establishment,Active,8545 PEGGY'S COVE RD.,INDIAN HARBOUR
LEMON TREE RESTAURANT HOME STYLE FOOD LIMITED,Eating Establishment,Active,805 BEDFORD HWY.,BEDFORD
BRIDGETOWN FAMILY CAMPING,Food Shop,Active,60 QUEEN ST.,BRIDGETOWN
ADVENTURERS CHILD CARE CENTRE 2,Eating Establishment,Active,50 EILEEN STUBBS AVE. UNIT 100,DARTMOUTH
ATLANTIC DUTCH SHOP,Food Shop,Active,94 HORSESHOE TURN,EAST LAWRENCETOWN
LA TRATTORIA,Eating Establishment,Active,6225 UNIVERSITY AVE.,HALIFAX
MOFFATT'S PHARMACY,Food Shop,Active,184 PORTLAND ST.,DARTMOUTH
AL-HILAL MEAT SHOP,Eating Establishment,Active,386 HERRING COVE RD. UNIT 1,HALIFAX
LITTLE DORSET FARMS - NEW GLASGOW FARMERS MARKET,Public Market - Vendor,Active,261 GLASGOW ST.,NEW GLASGOW
MEZZA LEBANESE KITCHEN,Eating Establishment,Active,752 SACKVILLE DR.,LOWER SACKVILLE
BIG POND FIRE HALL,Eating Establishment - Seasonal,Active,7193 EAST BAY HWY.,BIG POND
BOONDOCKS,Eating Establishment,Active,200 GOVERNMENT WHARF RD.,EASTERN PASSAGE
TIM HORTONS #6854,Eating Establishment,Active,9243 HIGHWAY 105 HWY. 1,WHYCOCOMAGH 2
IL PORTO PIZZERIA & PASTA HOUSE,Eating Establishment,Active,22808 HIGHWAY 7 HWY.,SHEET HARBOUR
ARISAIG LIGHTHOUSE,Eating Establishment - Seasonal,Awaiting Application,0 ARISAIG POINT RD.,ARISAIG
TRUE NORTH DINER,Eating Establishment,Awaiting Application,1658 BEDFORD HWY. UNIT 0490,BEDFORD
MUSQUODOBOIT RURAL HIGH SCHOOL,Eating Establishment,Awaiting Application,11980 HIGHWAY 224 HWY.,MIDDLE MUSQUODOBOIT
PIZZA ME,Eating Establishment,Awaiting Application,219 DR BERNIE MACDONALD DR.,BIBLE HILL
PAQTNKEK GAS BAR,Food Shop,Awaiting Application,6 SAQAMAW RD.,AFTON
MIDDLETON LIONS CLUB,Eating Establishment,Awaiting Application,8921 HIGHWAY 10 HWY.,NICTAUX FALLS
Digby Pines Golf Resort and Spa - Beverage Cart,Eating Establishment - Seasonal,Active,103 SHORE RD.,DIGBY
KING SIZE PIZZA,Eating Establishment,Active,285 MAIN ST.,MIDDLETON
GIANT TIGER,Food Shop,Active,201 CHAIN LAKE DR.,HALIFAX
EVANGELINE INN & MOTEL,Eating Establishment,Active,11668 HIGHWAY 1,GRAND PRE
CAFE MARCO POLO,Eating Establishment,Active,15 KINGS WHARF PL. UNIT 707,DARTMOUTH
Fear A' Bhata Fisheries Ltd,Mobile - Class 3,Awaiting Application,1581 MABOU HARBOUR RD.,MABOU HARBOUR
STONEHORSE CAFE,Eating Establishment - Seasonal,Awaiting Application,4618 HIGHWAY 1 HWY.,GRANVILLE FERRY
ERIC HEMPHILL - LF,Mobile - Class 3,Active,63 HEMPHILL LANE,LITTLE HARBOUR
CIRCLE K #2068,Food Shop,Active,1207 COLE HARBOUR RD.,COLE HARBOUR
INN THE ELMS,Eating Establishment,Active,10340 DURHAM ST.,PUGWASH
MCDONALD'S FAMILY RESTAURANT,Eating Establishment,Active,144 MAIN ST.,DARTMOUTH
WEST COLCHESTER UNITED ARENA,Eating Establishment,Active,1089 MASSTOWN RD.,DEBERT
Ocean to Plate Seafood (Halifax Seaport Farmers Market),Public Market - Vendor,Active,1031 MARGINAL RD.,HALIFAX
SIP CAFE,Eating Establishment,Active,357 MAIN ST.,YARMOUTH
Pierogi's 4 You (Halifax Seaport Farmers Market),Public Market - Vendor,Active,1031 MARGINAL RD.,HALIFAX
ROBINS DONUTS,Eating Establishment,Active,3425 EMERALD ST.,NEW WATERFORD
Truro Superstore #336,Eating Establishment,Active,46 ELM ST.,TRURO
3784 OLD SAMBRO RD. - PID 00396531,Mobile - Class 3,Active,3784 OLD SAMBRO RD.,SAMBRO
KANPAI IZAKAYA,Eating Establishment,Active,1535 DRESDEN ROW UNIT 128,HALIFAX
BUTA RAMEN,Eating Establishment,Active,65 KING ST.,DARTMOUTH
BLACK ROCK BISTRO,Eating Establishment,Active,151 MAIN ST.,PARRSBORO
STRAIT RICHMOND HOSPITAL,Eating Establishment,Active,138 HOSPITAL RD.,EVANSTON
NEEDS SHELBURNE #4534,Food Shop,Active,90 OHIO RD.,SHELBURNE
LAWTONS #123,Food Shop,Active,6 PRIMROSE ST.,DARTMOUTH
Hakuna Matata Ice Cream 360 Hardscratch Road,Eating Establishment - Seasonal,Active,360 HARDSCRATCH RD.,BROOKLYN
Cone Heads Ice Cream,Mobile - Class 1 Seasonal,Active,16 COLLINS RD.,PORT WILLIAMS
VICKI-O'S CONVENIENCE,Eating Establishment,Active,125 KING ST.,DIGBY
ELMSDALE PIZZERIA,Eating Establishment,Awaiting Application,589 HWY #2 HWY. UNIT 1,ELMSDALE
UNIACKE PINES GOLF CLUB,Eating Establishment,Awaiting Application,83 ALDER LANE,MOUNT UNIACKE
A & W EXPRESS,Eating Establishment,Active,65 STARRS RD.,YARMOUTH
DOUGLAS ATKINSON - FISH MOBILE,Mobile - Class 3,Active,67 GANDER LANE,GOOSE LAKE
"Kids & Company, Dartmouth",Eating Establishment,Active,639 PORTLAND HILLS DR.,DARTMOUTH
FREDDIE'S PIZZA,Eating Establishment,Active,103 SOUTH ALBION ST.,AMHERST
FAST FUEL #4502,Food Shop,Active,5202 UNION HWY.,SCOTCHTOWN
Terri's Place,Eating Establishment,Active,498 SACKVILLE DR.,LOWER SACKVILLE
JOUDREY'S CROSSROAD FARM - HUBBARDS FARMERS MARKET,Public Market - Vendor,Active,57 HIGHWAY 3 HWY.,HUBBARDS
GABLES NURSING HOME,Eating Establishment,Active,260 CHURCH ST.,AMHERST
YMCA OF PICTOU COUNTY CHILDCARE,Eating Establishment,Active,2756 WESTVILLE RD.,WESTVILLE ROAD
PLYMOUTH SCHOOL,Eating Establishment,Active,849 HIGHWAY 334 HWY.,PLYMOUTH
