facility,permit_type,permit_status,facility_address,city
FUTUREWORX,Eating Establishment,Active,80 GLENWOOD DR.,truro
NSCC - IVANY CAMPUS TIM HORTONS #77233,Eating Establishment,Awaiting Application,"80 MAWIOMI PL. WING ""C""",dartmouth
IL MERCATO TRATTORIA,Eating Establishment,Active,1595 BEDFORD HWY.,bedford
Truly Tasty Limited,Eating Establishment,Active,6210 QUINPOOL RD.,halifax
Harvest Prep Kitchen,Eating Establishment,Active,936 BEDFORD HWY. SUITE 112,bedford
ST. JOSEPHS CHILDRENS CENTRE (DUKE TOWER),Eating Establishment,Active,5251 DUKE ST.,halifax
LAWTONS #132,Food Shop,Active,5991 SPRING GARDEN RD.,halifax
SUBWAY,Eating Establishment,Active,336 HERRING COVE RD.,halifax
Patient Food Distribution (VG Site),Eating Establishment,Active,1278 SOUTH PARK ST.,halifax
WYSE ROAD ESSO,Food Shop,Active,116 WYSE RD.,dartmouth
HARBOUR GLEN MANOR,Eating Establishment,Active,229 PLEASANT ST.,dartmouth
DAMASCUS PIZZA & DONAIR,Eating Establishment,Active,239 QUEEN ST.,truro
ROBIE STREET MEL'S,Eating Establishment,Active,69 ROBIE ST.,truro
V & E'S CONVENIENCE PLUS,Eating Establishment,Active,480 PARKLAND DR. UNIT 14,halifax
NOODLE NAMI,Eating Establishment,Active,6450 QUINPOOL RD.,halifax
MBUJI-MAYI MARKET CENTER,Food Shop,Active,2356 GOTTINGEN ST.,halifax
SEVEN BAYS BOULDERING CO.,Eating Establishment,Active,2019 GOTTINGEN ST.,halifax
GIANT TIGER #165,Food Shop,Active,3531 DUTCH VILLAGE RD.,halifax
ARMY NAVY AIR FORCE UNIT 349,Eating Establishment,Active,137 MAIN ST.,dartmouth
GETAWAY FARM BUTCHERS,Eating Establishment,Active,1531 BEDFORD HWY.,bedford
SHOPPERS DRUG MART #2014,Food Shop,Active,660 PORTLAND ST.,dartmouth
BERKELEY DARTMOUTH (THE),Eating Establishment,Awaiting Application,35 EISENER BLVD.,dartmouth
TIM HORTONS,Eating Establishment,Awaiting Application,116 WYSE RD.,dartmouth
Efes Turkish Cuisine,Eating Establishment,Active,5986 SPRING GARDEN RD.,halifax
CHEF ABOD CAFE & CATERING,Eating Establishment,Active,3217 KEMPT RD.,halifax
KATCH,Eating Establishment,Active,7001 MUMFORD RD. UNIT 256A,halifax
McDonald's Restaurant #40109,Eating Establishment,Active,201 CHAIN LAKE DR.,halifax
BEDFORD INSTITUTE OF OCEANOGRAPHY CAFETERIA,Eating Establishment,Awaiting Application,1 CHALLENGER DR.,dartmouth
RAYMOND FRIESEN - ALDERNEY LANDING FARMERS MARKET,Public Market - Vendor,Active,2 OCHTERLONEY ST.,dartmouth
FRESHLY SQUEEZED,Eating Establishment,Active,7001 MUMFORD RD. UNIT 256A,halifax
CRAFTY FOX MAKERSPACE INC,Food Shop,Active,56 SUPREME CRT. UNIT 5,halifax
FID KITCHEN,Eating Establishment,Active,4 BIRCHWOOD DR.,halifax
PLEASANT VIEW FOSTER VILLA / WOODSIDE MANOR,Eating Establishment,Active,351 PLEASANT ST.,dartmouth
THREE BEARS SMOKE AND DELI SHOP,Eating Establishment,Awaiting Application,111 ILSLEY AVE.,dartmouth
SONG'S KOREAN RESTAURANT,Eating Establishment,Active,6249 QUINPOOL RD.,halifax
YUM YUM RESTAURANT,Eating Establishment,Active,32 ALBRO LAKE RD.,dartmouth
ST. LOUIS BAR & GRILL,Eating Establishment,Active,547 PORTLAND ST.,dartmouth
DARTMOUTH NORTH COMMUNITY FOOD CENTRE,Eating Establishment,Active,6 PRIMROSE ST.,dartmouth
LA GARDERIE LE PETIT VOILIER DU CARREFOUR/Pavillon,Eating Establishment,Active,201 AVENUE DU PORTAGE,dartmouth
SUBWAY - DALHOUSIE,Eating Establishment,Awaiting Application,6225 UNIVERSITY AVE.,halifax
TNJ Fish & Chips,Mobile - Class 1,Awaiting Application,5668 CHARLES ST.,halifax
FENWICK SUBWAY,Eating Establishment,Active,5560 FENWICK ST.,halifax
EOS NATURAL FOODS,Food Shop,Active,112 FRONT ST. 122,wolfville
Bedford Neighbourhood Pub Limited,Eating Establishment,Active,1658 BEDFORD HWY. UNIT 0490,bedford
Heppy's Pie Lady,Public Market - Vendor,Active,1496 LOWER WATER ST.,halifax
PHIL'S SEAFOOD,Eating Establishment,Active,6285 QUINPOOL RD.,halifax
WAFFLE LOVE,Eating Establishment,Active,2082 GOTTINGEN ST.,halifax
BIG GENERAL STORE,Food Shop,Active,6070 SOUTH ST.,halifax
Maria's Pasta Bar & Pantry,Eating Establishment,Active,17 PRINCE ST.,dartmouth
LOVLY JUICERY,Eating Establishment,Active,656 BEDFORD HWY.,halifax
STONE HEARTH CAFE@KESHEN GOODMAN PUBLIC LIBRARY,Eating Establishment,Active,330 LACEWOOD DR.,halifax
SMOOTH SAILING,Eating Establishment - Seasonal,Awaiting Application,1549 LOWER WATER ST.,halifax
MCDONALD'S RESTAURANT,Eating Establishment,Awaiting Application,5201 DUKE ST.,halifax
SCOTIA PHARMACY,Food Shop,Awaiting Application,2131 GOTTINGEN ST. SUITE 500,halifax
SEASONS BY ATLANTICA,Eating Establishment,Awaiting Application,1980 ROBIE ST.,halifax
WASABI GRILL AND NOODLE,Eating Establishment,Awaiting Application,21 MICMAC BLVD.,dartmouth
COLCHESTER LEGION STADIUM CANTEEN,Eating Establishment,Awaiting Application,14 LORNE ST.,truro
"SECOND CUP (Killam Library, Dal. University)",Eating Establishment,Awaiting Application,6225 UNIVERSITY AVE.,halifax
MARY BROWN'S CHICKEN,Eating Establishment,Awaiting Application,19 ALMA CRES.,halifax
CHINA ROSE,Eating Establishment,Awaiting Application,870 PRINCE ST.,truro
TALAY THAI RESTAURANT,Eating Establishment,Awaiting Application,5164 MORRIS ST.,halifax
VESSEL MEATS,Eating Establishment,Active,6 PRIMROSE ST. UNIT 120,dartmouth
DAVIDS TEA #243,Food Shop,Awaiting Application,1595 BEDFORD HWY.,bedford
RAY'S FALAFEL LEBANESE CUISINE,Eating Establishment,Awaiting Application,75 AKERLEY BLVD. UNIT,dartmouth
Eric Thibault Mobile #3 (Bay of Fundy Finest Seafood),Mobile - Class 3,Awaiting Application,20 WRIGHT AVE.,dartmouth
TRURO FARMERS MARKET KITCHEN,Eating Establishment,Awaiting Application,15 YOUNG ST.,truro
JAMROCK CAFE & CATERING - HALIFAX BREWERY MARKET,Public Market - Vendor,Awaiting Application,1496 LOWER WATER ST.,halifax
DSU SUB FARMERS MARKET COLLECTIVE (ORGANIZER),Public Market - Vendor,Awaiting Application,6136 UNIVERSITY AVE.,halifax
DAVID'S TEA #52,Food Shop,Awaiting Application,21 MICMAC DR.,dartmouth
PRONTO PIZZA,Eating Establishment,Awaiting Application,467 MAIN ST.,wolfville
Starbucks Coffee #6149,Eating Establishment,Awaiting Application,5554 KAYE ST.,halifax
COMMON CONFECTIONS - ALDERNEY LANDING FARMERS MARKET,Public Market - Vendor,Awaiting Application,2 OCHTERLONEY ST.,dartmouth
SUMMIT CAFE,Eating Establishment,Awaiting Application,1601 LOWER WATER ST.,halifax
RKS PHARMACY LTD (SHOPPERS DRUG MART),Food Shop,Awaiting Application,433 MAIN ST.,wolfville
DOMINO'S PIZZA (STORE 10979),Eating Establishment,Active,480 PARKLAND DR. UNIT 14,halifax
YUMMY K CAFE,Eating Establishment,Active,36 SOLUTIONS DR. SUITE 103,halifax
DHABA SWEETS & SPICE SHOPPE,Food Shop,Active,8 OLAND CRES.,halifax
BULK BARN,Food Shop,Active,114 WOODLAWN RD.,dartmouth
STRAIT CYCLE TRADING CO.,Food Shop,Active,319 LANGBRAE DR.,halifax
TAIYAKI 52 JAPANESE DESSERT CAFE,Eating Establishment,Active,2001 BRUNSWICK ST.,halifax
MCKELVIE'S,Eating Establishment,Active,1680 LOWER WATER ST.,halifax
TIM HORTON'S,Eating Establishment,Active,200 BEDFORD HWY.,halifax
ASTER CAFA,Eating Establishment,Active,3556 DUTCH VILLAGE RD.,halifax
FLENJOR FOODS,Food Shop,Active,47 WILLIAMS LAKE RD.,halifax
MIRCHI TANDOOR,Eating Establishment,Active,5232 BLOWERS ST.,halifax
"Main Dietary, Veterans Memorial Bldg., QEII",Eating Establishment,Active,5955 VETERANS MEMORIAL LANE,halifax
BOOMBURGER,Eating Establishment,Active,64 DELLRIDGE LANE UNIT 102,bedford
CAMERON HALL,Eating Establishment,Active,114 FAIRFAX DR.,halifax
YOUNG STREET ESSO,Food Shop,Active,6020 YOUNG ST.,halifax
SWISS CHALET,Eating Establishment,Active,358 LACEWOOD DR.,halifax
The Keg Steakhouse & Bar - Dartmouth Crossing,Eating Establishment,Active,11 FYNE LANE,dartmouth
"PIZZA TIME DONAIR, SUBS AND SEAFOOD",Eating Establishment,Active,731 PLEASANT ST.,dartmouth
Gourmandise Avenue Pattiserie - WOLFVILLE FARMERS MARKET,Public Market - Vendor,Active,24 ELM AVE.,wolfville
PRETZELMAKER & MRS. FIELDS,Eating Establishment,Active,7001 MUMFORD RD. UNIT 256A,halifax
SHOPPERS DRUG MART #166,Food Shop,Active,118 WYSE RD.,dartmouth
INDIAN GROCERIES,Eating Establishment,Active,2587 ROBIE ST.,halifax
CLAY CAFE TRURO,Food Shop,Active,600 PRINCE ST.,truro
MAIN STREET ESSO,Food Shop,Active,160 MAIN ST.,dartmouth
BP CORNER NEWS (THE),Food Shop,Awaiting Application,1903 BARRINGTON ST. UNIT,halifax
GIANT TIGER #187,Food Shop,Active,114 WOODLAWN RD.,dartmouth
REHAB CAFE (NEW LEAF),Eating Establishment,Active,1341 SUMMER ST.,halifax
BUTCHER'S BLOCK PUB & EATERY (THE),Eating Establishment,Active,540 SOUTHGATE DR. UNIT 103,bedford
MOJO FOOD ENTERPRISES,Mobile - Class 1,Active,25 TWILIGHT LANE,dartmouth
Charboyz,Eating Establishment,Active,200 PROSPECT RD.,halifax
OLD ROAD BBQ,Eating Establishment,Active,190 INDUSTRIAL AVE.,truro
ROBIE ST. STATION DINER,Eating Establishment,Active,2394 ROBIE ST.,halifax
WILSON GAS STOPS - Truro,Food Shop,Active,29 WALKER ST.,truro
Hampton Inn & Suites,Eating Establishment,Active,65 CROMARTY DR.,dartmouth
KFC #1000 (QUINPOOL),Eating Establishment,Active,6310 QUINPOOL RD.,halifax
CASINO CATERING/BANQUETS (MARRIOTT),Eating Establishment,Active,1919 UPPER WATER ST.,halifax
PICKFORD & BLACK - FOOD TRUCK,Mobile - Class 1,Active,1869 UPPER WATER ST.,halifax
HO HO WOK RESTAURANT LTD.,Eating Establishment,Active,23 INGLIS PL.,truro
ARBORSTONE ENHANCED CARE,Eating Establishment,Active,1430 PURCELLS COVE RD.,halifax
GIANT TIGER 233,Food Shop,Active,1658 BEDFORD HWY. UNIT 0490,bedford
MY WORLD OF LEARNING CHILD CARE ASSOCIATION,Eating Establishment,Active,36 ARTHUR ST.,truro
GOTTINGEN STREET PIZZA,Eating Establishment,Active,2302 GOTTINGEN ST.,halifax
TIM HORTON'S,Eating Establishment,Active,16 KILTEARN ROW,dartmouth
MAN BEAN FOOD SERVICES,Eating Establishment,Active,1284 BARRINGTON ST.,halifax
Circle K #2513,Food Shop,Active,280 LACEWOOD DR.,halifax
MOXIE'S GRILL/BAR,Eating Establishment,Active,1610 ARGYLE ST.,halifax
Leo's Pizza,Eating Establishment,Active,1746 BEDFORD HWY.,bedford
CHA BAA THAI RESTAURANT - Queen Street,Eating Establishment,Active,1546 QUEEN ST.,halifax
WESTCLIFFE GROCERY AND LUNCH,Eating Establishment,Active,3089 OXFORD ST.,halifax
SCOTIABANK CENTRE - PIZZA (WEST),Eating Establishment,Active,1800 ARGYLE ST.,halifax
ORSO PUB AND GRILL,Eating Establishment,Active,1859 BRUNSWICK ST.,halifax
RUGOVA'S PIZZA,Eating Establishment,Active,5228 BLOWERS ST.,halifax
NANTUCKET HOME,Eating Establishment,Active,10 FAIRBANKS ST.,dartmouth
CIRCLE K #2055,Food Shop,Active,503 OLD SAMBRO RD.,halifax
COLLEEN'S PUB & GRILL,Eating Establishment,Active,245 WAVERLEY RD. UNIT,dartmouth
MAY GARDEN CHINESE RESTAURANT (Dartmouth),Eating Establishment,Active,136 PORTLAND ST.,dartmouth
NOOK AND CRANNY (THE),Eating Establishment,Active,627 PRINCE ST.,truro
KEE HEONG CANTONESE BAKERY,Eating Establishment,Active,1532 GRANVILLE ST.,halifax
BENJAMIN BRIDGE WINERY,Eating Establishment,Active,1966 WHITE ROCK RD.,wolfville
ROCKY LAKE GROCERY,Eating Establishment,Active,252 ROCKY LAKE DR.,bedford
PETER'S PIZZERIA,Eating Establishment,Active,5391 INGLIS ST.,halifax
Economy Shoe Shop,Eating Establishment,Active,1663 ARGYLE ST.,halifax
MILLSTONE PUBLIC HOUSE 2 (THE),Eating Establishment,Active,50 GARY MARTIN DR.,bedford
HALIMAC AX THROWING,Eating Establishment,Active,1920 BRUNSWICK ST.,halifax
ANTOJO,Eating Establishment,Active,1667 ARGYLE ST.,halifax
BULK BARN FOODS LIMITED,Food Shop,Active,209 CHAIN LAKE DR.,halifax
HFX SPORTS BAR & GRILL,Eating Establishment,Active,1721 BRUNSWICK ST.,halifax
HALIFAX ALEHOUSE,Eating Establishment,Active,1717 BRUNSWICK ST.,halifax
BENTO SUSHI IN SOBEYS (WINDSOR ST),Eating Establishment,Active,2651 WINDSOR ST.,halifax
DOMINO'S PIZZA,Eating Establishment,Active,3580 NOVALEA DR.,halifax
SOBEYS #554,Eating Establishment,Active,2651 WINDSOR ST.,halifax
FLETCHERS RESTAURANT,Eating Establishment,Active,337 PRINCE ST.,truro
MOUNT ST VINCENT - ON THE GO #72221,Food Shop,Active,166 BEDFORD HWY.,halifax
ATLANTIC PROVINCES SPECIAL ED. AUTHORITY #70405,Eating Establishment,Active,5940 SOUTH ST.,halifax
Noggins Corner Farm II Ltd. (Halifax Seaport Farmers Market),Public Market - Vendor,Active,1031 MARGINAL RD.,halifax
MARY'S AFRICAN CUISINE,Eating Establishment,Active,1701 BARRINGTON ST.,halifax
HUGGINS SCIENCE HALL #77114,Eating Establishment,Active,12 UNIVERSITY AVE.,wolfville
GINGERBREAD HAUS BAKERY LTD.,Eating Establishment,Active,1138 QUEEN ST.,halifax
TIM HORTON'S,Eating Establishment,Active,1 PINE GROVE DR.,halifax
TAISHAN ASIAN GROCERY,Food Shop,Active,6466 QUINPOOL RD.,halifax
HOOKED HALIFAX LIMITED - HALIFAX BREWERY MARKET,Public Market - Vendor,Awaiting Application,1496 LOWER WATER ST.,halifax
GREENWAY GRILL,Eating Establishment,Awaiting Application,115 WESTERN PKY.,bedford
DARTMOUTH SENIOR SERVICE CENTRE COMMISSION,Eating Establishment,Active,45 OCHTERLONEY ST.,dartmouth
CONVENIENCE 4 U - CHICKING,Eating Establishment,Active,604 BEDFORD HWY.,halifax
PAPA MARIO'S PIZZA,Eating Establishment,Active,6954 MUMFORD RD.,halifax
GRILLWAY AND CATERING,Eating Establishment,Active,817 BEDFORD HWY.,bedford
DILLY DALLY EATS,Eating Establishment,Awaiting Application,6100 QUINPOOL RD.,halifax
Braemar Superstore #380,Eating Establishment,Active,9 BRAEMAR DR.,dartmouth
JACOB'S LOUNGE,Eating Establishment,Awaiting Application,106 PORTLAND ST.,dartmouth
NOGGINS - ALDERNEY LANDING/DARTMOUTH FARMERS MARKET,Food Shop,Active,2 OCHTERLONEY ST.,dartmouth
CUNARD STREET CHILDREN'S CENTRE (THE),Eating Establishment,Active,5557 CUNARD ST.,halifax
JUROGIC FOOD,Eating Establishment,Active,299 ROCKY LAKE DR. SUITE 1,bedford
CEMPOAL DE LA CALAVERA NEGRA CAFE,Eating Establishment,Awaiting Application,2374 AGRICOLA ST.,halifax
HUMBLE PIE KITCHEN,Food Shop,Awaiting Application,77 KING ST.,dartmouth
ROBERTSON'S CANDY & CONFECTIONERY,Food Shop,Active,265 INDUSTRIAL AVE.,truro
Stirring The Pot Soup Cafe,Public Market - Vendor,Active,173 OLD SAMBRO RD.,halifax
CEP KITCHEN 3,Eating Establishment,Active,34 LORNE ST.,truro
YEAH YEAH'S PIZZA,Eating Establishment,Active,66 OCHTERLONEY ST.,dartmouth
LOCAL JO CAFE & MARKET,Eating Establishment,Active,2959 OXFORD ST.,halifax
TADPOLES AND POLLYWOGS CHILD CARE CENTRE,Eating Establishment,Active,28 GOUROK AVE.,dartmouth
TIM HORTONS,Eating Establishment,Active,180 PROSPECT RD.,halifax
SENOBE AQUATIC CLUB CANTEEN,Eating Establishment - Seasonal,Active,6 NOWLAN ST.,dartmouth
SUB FOOD COURT (SMU),Eating Establishment,Awaiting Application,923 ROBIE ST.,halifax
M & M Food Market,Food Shop,Awaiting Application,590 PORTLAND ST.,dartmouth
Hermitage,Eating Establishment,Active,1496 LOWER WATER ST.,halifax
SWISS CHALET,Eating Establishment,Active,3434 KEMPT RD.,halifax
OVO Convenience Store,Food Shop,Active,72 GARY MARTIN DR. UNIT 103,bedford
TIM HORTONS,Eating Establishment,Active,180 WYSE RD.,dartmouth
DAIRY QUEEN,Eating Establishment,Active,50 FOULIS ROW,dartmouth
SUBWAY #31052,Eating Establishment,Active,961 BEDFORD HWY. UNIT 105,bedford
GWEILO/SWEET DUDES/NS DONAIR SHOP TRAILER,Mobile - Class 1,Active,600 WINDMILL RD.,dartmouth
TIM HORTONS,Eating Establishment,Active,278 LACEWOOD DR.,halifax
TIM HORTONS  LIFE SCIENCES BLDG.,Eating Establishment,Active,1355 OXFORD ST.,halifax
Wise SandWish,Eating Establishment,Active,98 PORTLAND ST.,dartmouth
TOKYOROLL,Eating Establishment,Active,1598 ARGYLE ST.,halifax
New Wing Wah Restaurant,Eating Establishment,Active,347 HERRING COVE RD.,halifax
GRAND PRE WINES LTD - HALIFAX BREWERY MARKET,Public Market - Vendor,Active,1496 LOWER WATER ST.,halifax
COMMONS INN,Eating Establishment,Active,5780 WEST ST.,halifax
LYNDEN REST HOME,Eating Establishment,Active,1019 LUCKNOW ST.,halifax
BAC ON THE GO #77112,Eating Establishment,Active,10 HIGHLAND AVE.,wolfville
ROLL THE DICE BOARD GAME CAFE,Eating Establishment,Awaiting Application,6386 QUINPOOL RD.,halifax
King's Wharf Market,Food Shop,Active,49 KINGS WHARF PL.,dartmouth
LAURA SECORD,Food Shop,Active,21 MICMAC BLVD.,dartmouth
BERKELEY GLADSTONE (THE),Eating Establishment,Active,2633 GLADSTONE ST.,halifax
Burrito Jax,Eating Establishment,Active,3117 KEMPT RD.,halifax
CREAMY RAINBOW BAKERY & CAFE,Eating Establishment,Active,1526 DRESDEN ROW,halifax
FIVE GUYS BAYER'S LAKE,Eating Establishment,Active,212 CHAIN LAKE DR. UNIT 5,halifax
MIRA (THE),Eating Establishment,Awaiting Application,426 YOUNG ST.,truro
HUB GRUB,Eating Establishment,Awaiting Application,41 INGLIS PL.,truro
PEPPEREKA,Eating Establishment,Active,200 WRIGHT AVE.,dartmouth
LAWTONS DRUG #2568,Food Shop,Active,27 PEAKVIEW WAY,halifax
The Cake Lady (Halifax Seaport Farmers Market),Public Market - Vendor,Active,1031 MARGINAL RD.,halifax
COLE HARBOUR WOODSIDE UNITED CHURCH,Eating Establishment,Active,15 BISSETT RD.,dartmouth
SUBWAY,Eating Establishment,Active,41 PORTLAND ST.,dartmouth
TIM HORTONS (534),Eating Establishment,Active,244 WAVERLEY RD.,dartmouth
CAMBRIDGE SUITES HOTEL HALIFAX,Eating Establishment,Active,1583 BRUNSWICK ST.,halifax
384 ZESTY CORNER CAFE & EATERY,Eating Establishment,Awaiting Application,384 PORTLAND ST.,dartmouth
DAVIDs TEA #14,Food Shop,Awaiting Application,7001 MUMFORD RD. UNIT 256A,halifax
SMITTYS,Eating Establishment,Active,362 LACEWOOD DR. UNIT,halifax
PARKSIDE PUB & GRILL,Eating Establishment,Active,14 HIGHFIELD PARK DR.,dartmouth
TIM HORTONS,Eating Establishment,Active,3600 DUTCH VILLAGE RD.,halifax
IT TAKES A VILLAGE INC.(UPSTAIRS),Eating Establishment,Active,480 PARKLAND DR. UNIT 14,halifax
Loong 7 Mart,Food Shop,Active,620 NINE MILE DR. UNIT 209-B,bedford
AGRICOLA STREET BRASSERIE,Eating Establishment,Active,2540 AGRICOLA ST.,halifax
Black Sheep Restaurant,Eating Establishment,Active,1496 LOWER WATER ST.,halifax
TIM HORTONS,Eating Establishment,Active,6046 YOUNG ST.,halifax
IWK / Grace Hospital (Main Dietary),Eating Establishment,Active,5850 UNIVERSITY AVE.,halifax
DALHOUSIE STUDENT UNION #72901,Eating Establishment,Active,6136 UNIVERSITY AVE.,halifax
Jerry's Kwik Way,Food Shop,Active,5465 INGLIS ST.,halifax
PIZZA HUT,Eating Establishment,Active,510 PORTLAND ST.,dartmouth
Showtime Video and Variety,Food Shop,Active,32 ALBRO LAKE RD.,dartmouth
NEEDS #4444,Food Shop,Active,275 BAKER DR. UNIT 2,dartmouth
SALVATION ARMY -  TRURO CORPS,Eating Establishment,Awaiting Application,14 OUTRAM ST.,truro
Maritime Sikh Society Kitchen,Eating Establishment,Awaiting Application,10 PARKHILL RD.,halifax
FAST FUEL #4529,Food Shop,Active,303 PRINCE ALBERT RD.,dartmouth
SCOTIABANK CENTRE - SUITE KITCHEN (5TH FLOOR),Eating Establishment,Active,1800 ARGYLE ST.,halifax
INDIA HUT (THE),Eating Establishment,Active,15 REVERE ST.,truro
PETE'S FINE FOODS,Eating Establishment,Awaiting Application,1515 DRESDEN ROW,halifax
FAIRVIEW VARIETY,Food Shop,Awaiting Application,130 MAIN AVE.,halifax
Chatime,Eating Establishment,Active,30 FARNHAM GATE RD.,halifax
BULK BARN FOODS,Food Shop,Active,106 ROBIE ST.,truro
A.C. COVERTS DISTRIBUTORS,Eating Establishment,Active,390 HIGNEY AVE.,dartmouth
ALEXANDRA CHILDREN'S CENTRE,Eating Establishment,Active,3405 DEVONSHIRE AVE.,halifax
MRS P'S HOMESTYLE BAKERY,Food Shop,Active,334-336 HERRING COVE RD.,halifax
As You Like It,Eating Establishment,Active,1660 HOLLIS ST.,halifax
LAWTONS DRUGS #2750,Food Shop,Active,16 DENTITH RD.,halifax
SMOOTH MEAL PREP,Eating Establishment,Awaiting Application,760 MAIN ST. UNIT A,dartmouth
BIG RAY CONVENIENCE LTD,Food Shop,Awaiting Application,123 MAIN ST. SUITE 7,dartmouth
Red Knot Bakery,Eating Establishment,Active,569 PRINCE ST.,truro
SALVATORES PIZZAIOLO TRATTORIA,Eating Establishment,Active,5541 YOUNG ST.,halifax
UNCHAINED KITCHEN,Eating Establishment,Active,2606 AGRICOLA ST.,halifax
Amin's Indian Food,Eating Establishment,Active,5565 CORNWALLIS ST.,halifax
Truro Elementary School Cafeteria,Eating Establishment,Active,103 CURTIS DR.,truro
MEXICO LINDO,Eating Establishment,Active,3635 DUTCH VILLAGE RD.,halifax
McDonalds Restaurant,Eating Establishment,Active,272 LACEWOOD DR.,halifax
Bearly's Lounge,Eating Establishment,Active,1269 BARRINGTON ST.,halifax
BENTO NOUVEAU SUSHI,Eating Establishment,Active,1650 BEDFORD HWY.,bedford
ATLANTIC MONTESSORI SCHOOL,Eating Establishment,Active,12 FLAMINGO DR.,halifax
Ecole Secondaire Mosaique,Eating Establishment,Active,361 JOHN SAVAGE AVE.,dartmouth
SCOTIABANK CENTRE - HALIFAX POPCORN (EAST),Eating Establishment,Active,1800 ARGYLE ST.,halifax
FAST FUEL #4508,Food Shop,Active,949 BEDFORD HWY.,bedford
SIMPLY FOR LIFE -DARTMOUTH,Food Shop,Awaiting Application,35 BAKER DR.,dartmouth
PICKLED PINK TRADITIONAL FOOD AND DRINK,Public Market - Vendor,Active,1496 LOWER WATER ST.,halifax
SCOTIABANK CENTRE - HALIFAX SANDWICH,Eating Establishment,Active,1800 ARGYLE ST.,halifax
BURGER KING,Eating Establishment,Active,99 ROBIE ST.,truro
PIZZA TIME,Eating Establishment,Awaiting Application,731 PLEASANT ST.,dartmouth
CANTEEN BY FEISTY CHEF (THE),Eating Establishment,Active,22 PORTLAND ST.,dartmouth
TURKUAZ RESTAURANT,Eating Establishment,Active,827 BEDFORD HWY. UNIT 102A,bedford
SUSHI TONARI,Eating Establishment,Active,5201 DUKE ST.,halifax
ARTHUR'S MARKET,Eating Establishment,Active,1591 HOLLIS ST.,halifax
BAGEL MONTREAL STYLE,Eating Establishment,Active,135 WYSE RD. UNIT 1 - 2,dartmouth
Laughing Whale Coffee Roasters (Halifax Seaport Farmers Market),Public Market - Vendor,Active,1031 MARGINAL RD.,halifax
SA-RANG KOREAN DISHES - WOLFVILLE FARMERS MARKET,Public Market - Vendor,Active,24 ELM AVE.,wolfville
LITTLE OAK,Eating Establishment,Active,1475 LOWER WATER ST.,halifax
ZENQ DESSERT,Eating Establishment,Active,1065 BARRINGTON ST.,halifax
MOON LIGHT RESTAURANT,Eating Establishment,Awaiting Application,264 BEDFORD HWY.,halifax
EASTSIDE BILLIARD AND LOUNGE,Eating Establishment,Active,189 CHAIN LAKE DR.,halifax
OTHER BEAN (THE),Eating Establishment,Awaiting Application,6220 QUINPOOL RD.,halifax
"TRURO INCLUSION PROJECT ""THE CANTEEN""",Eating Establishment - Seasonal,Awaiting Application,29 PARK RD.,truro
KALISIMBI SHOP,Food Shop,Active,56 SUPREME CRT.,halifax
SCOTIABANK CENTRE - SUITE KITCHEN (4TH FLOOR),Eating Establishment,Active,1800 ARGYLE ST.,halifax
SIMPLY FOR LIFE - BEDFORD,Food Shop,Awaiting Application,1475 BEDFORD HWY. SUITE 104,bedford
DOOLYS,Eating Establishment,Active,50 JUNIPER ST. UNIT,truro
PORT WALLIS UNITED CHURCH,Eating Establishment,Active,263 WAVERLEY RD.,dartmouth
SECOND CUP - Bayers Lake,Food Shop,Active,185 CHAIN LAKE DR.,halifax
LOCKHEED MARTIN CANADA-BROWN'S CAFETERIA,Eating Establishment,Awaiting Application,40 HIGHFIELD PARK DR.,dartmouth
NSCC - TRURO CAMPUS #72231,Eating Establishment,Active,36 ARTHUR ST.,truro
The Feasts,Eating Establishment,Active,6293 QUINPOOL RD.,halifax
SOBEYS #321,Eating Establishment,Active,279 HERRING COVE RD.,halifax
HOLIDAY INN EXPRESS & SUITES HALIFAX/DARTMOUTH,Eating Establishment,Active,335 JOHN SAVAGE AVE.,dartmouth
NEEDS #4567,Food Shop,Active,2616 ROBIE ST.,halifax
SHOPPERS DRUG MART #128,Food Shop,Active,80 TACOMA DR.,dartmouth
TOPIO'S,Eating Establishment,Active,1459 LEMARCHANT ST.,halifax
SALVATION ARMY CENTRE OF HOPE,Eating Establishment,Active,2044 GOTTINGEN ST.,halifax
MIC MAC AMATEUR AQUATIC CLUB KITCHEN,Eating Establishment,Active,192 PRINCE ALBERT RD.,dartmouth
NEW LEAF ENTERPRISES,Eating Establishment,Active,22 FIELDING AVE.,dartmouth
RICHMOND GROCERY,Food Shop,Awaiting Application,3274 VEITH ST.,halifax
AS YOU LIKE IT,Eating Establishment,Awaiting Application,255 LACEWOOD DR. SUITE 301,halifax
NOVALEA FARMER'S MARKET,Public Market - Vendor,Active,3540 NOVALEA DR.,halifax
HARBOURSTONE,Eating Establishment,Active,1919 UPPER WATER ST.,halifax
BURRITO JAX,Eating Establishment,Awaiting Application,3117 KEMPT RD.,halifax
ST. JOSEPHS CHILDRENS CENTRE (MONASTERY),Eating Establishment,Active,2155 MONASTERY LANE,halifax
O'CUBANO CREATIVE CAFE & CATERING - ALDERNEY LANDING FARMERS MARKET,Public Market - Vendor,Active,2 OCHTERLONEY ST.,dartmouth
BLUE HARBOUR CHEESE INC,Food Shop,Active,6 PRIMROSE ST. UNIT 120,dartmouth
